,chosun_url,chosun_article_most_shared,chosun_title,chosun_time_laps,chosun_time_daytime,chosun_num_facebook_share,chosun_num_comments,chosun_num_likes,final_naver_num_good,final_naver_num_warm,final_naver_num_sad,final_naver_num_angry,final_naver_num_want,final_naver_num_cheer,final_naver_num_congrats,final_naver_num_expect,final_naver_num_surprise,final_naver_num_recommend,final_naver_comment_num,final_naver_comment_num_deleted,final_naver_comment_num_violation,final_naver_sort_recent,final_naver_sort_like,final_naver_sort_ratio,sum_chosun_Headline_Thum01,sum_chosun_Headline_Thum02,sum_chosun_Headline_Thum03,sum_chosun_Headline_Thum04,sum_chosun_Headline_Txt,sum_chosun_Headline_Txt02,sum_chosun_Headline_Txt03,sum_chosun_Headline_Txt04,sum_chosun_Top,sum_chosun_economy,sum_chosun_National_Issue,sum_chosun_editorial,sum_chosun_rank,num_good_words,num_bad_words,num_neutral_words,num_none_words,num_all_words,num_long_words,num_sentences,paper_location_A,paper_location_B,paper_location_D,paper_location_online,section_opinion,section_politics,section_social,section_economy,section_world,section_entertain,section_domestic,section_culture,section_life
30,https://news.chosun.com/site/data/html_dir/2020/06/05/2020060500136.html,0.0,"177석 여당 ""하늘이 두쪽나도 오늘 본회의""",256.7854616,0.0,0.0,4.0,1.0,1,5,3,"1,041",16.0,0.0,0.0,0.0,0.0,4,16,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,733.0,745.0,104.0,29.0,1,0,0,0,1,1,1,1,1,1,1,1,1
31,https://news.chosun.com/site/data/html_dir/2020/06/05/2020060500140.html,0.0,"민주당내 최대 모임 '더좋은미래'… ""이낙연·김부겸 당대표 출마 우려""",385.9680071333333,0.0,1.0,3.0,1.0,17,0,0,1,0.0,0.0,0.0,0.0,0.0,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,409.0,419.0,42.0,14.0,1,0,0,0,1,1,1,1,1,1,1,1,1
32,https://news.chosun.com/site/data/html_dir/2020/06/05/2020060500171.html,0.0,"술 취한 부장검사, 심야 길거리서 여성 성추행",380.83753888333337,0.0,1.0,2.0,8.0,3,0,0,1,0.0,0.0,0.0,0.0,0.0,110,259,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,415.0,422.0,52.0,16.0,1,0,0,0,1,1,1,1,1,1,1,1,1
33,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060403684.html,0.0,한명숙 재판 또다른 증인 “검찰 위증요구 없었다”,321.5437961833333,1.0,5.0,16.0,27.0,19,0,0,0,0.0,0.0,0.0,0.0,0.0,5,15,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,449.0,455.0,55.0,12.0,0,0,0,1,1,1,1,1,1,1,1,1,1
34,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060404510.html,0.0,"""손학규의 딸? 제 영화에만 집중해주세요""",111.33284853333332,0.0,0.0,1.0,8.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,673.0,691.0,116.0,33.0,1,0,0,0,1,1,1,1,1,1,1,1,1
35,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060403474.html,0.0,"찰칵 부담스러웠나, 윤석열 포토존 '대검 구름다리' 시꺼멓게",355.11478396666666,1.0,4.0,7.0,33.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,42,4.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,203.0,207.0,27.0,9.0,0,0,0,1,1,1,1,1,1,1,1,1,1
36,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060403726.html,0.0,"삼바가 기가 막혀...이재용 영장청구한 날, 주가는 최고가",310.63403413333333,0.0,12.0,19.0,63.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,64,192,15.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,5.0,500.0,521.0,100.0,25.0,0,0,0,1,1,1,1,1,1,1,1,1,1
37,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060404688.html,0.0,"""천안문이 금기어가 되는 순간, 일국양제는 끝난다""",38.75276118333333,0.0,0.0,0.0,2.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,328.0,333.0,54.0,9.0,0,0,0,1,1,1,1,1,1,1,1,1,1
38,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060404664.html,0.0,경북 칠곡서 출고 앞둔 차량에 총알 날아들어,49.45933148333334,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,156.0,158.0,17.0,5.0,0,0,0,1,1,1,1,1,1,1,1,1,1
39,https://news.chosun.com/site/data/html_dir/2020/06/04/2020060403421.html,0.0,"밤11시 부산 양정역에서, 부장검사가 길가던 여성을...",366.2233739833334,1.0,2.0,19.0,24.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,163,361,44.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,157.0,158.0,22.0,6.0,0,0,0,1,1,1,1,1,1,1,1,1,1
